Title,Genre,User Rating,Number of Votes,Year,Runtime,Summary,genres_clean,era,rating_norm,popularity,feature_str,cluster,cluster_label
Blade Dance of the Elementalers,"Animation, Action, Comedy",6.5,525.0,2014.0,23 min,In a world where spirits exist and only pure maidens have the privilege of contracting with the spirits maidens from noble families gather at Areishia Spirit Academy where they are trained and given an Elite's education in order to qualify to become an elementalist. Enter Kamito Kazehaya.,animation  action  comedy,twenty-tens,0.5853658536585364,0.7841165139598298,animation  action  comedy twenty-tens,3,Animation & Comedy
Nakaimo: My Little Sister Is Among Them,"Animation, Comedy, Drama",6.0,256.0,2012.0,25 min,"Is insanity hereditary? Shougo Mikadono's beginning to think so, because the terms of his late father's will seem crazy and following them may drive Shougo bonkers as well. Oh, it sounds simple at first: before Shougo can claim his VERY large inheritance, he just has to start attending a certain new school and find a nice girl to marry. It's a little unromantic, but perfectly do-able, right? After all, all the girls seem quite friendly, so all Shougo has to do is find one he has something in common with. EXCEPT, and here's the kicker, it turns out that Shougo has WAY too much in common with one of them, because she's actually his long lost sister. And he has no idea which one she is. Will Shougo meet and court his Miss Right without committing something very morally wrong? Can he find his future bride without slipping into the wrong set of genes? And if his little sister does reveal herself, just how much will be revealed and under what circumstances?",animation  comedy  drama,twenty-tens,0.5243902439024389,0.5434437787212354,animation  comedy  drama twenty-tens,2,Animation & Comedy
Cells at Work! Code Black,"Animation, Action, Comedy",7.5,620.0,2021.0,24 min,"Humans are complex biological robots that are made up of trillion of cells, each with their own structure and function. Even a single cell cannot slack off. Scientists have come a long way in estimating the number of cells in the average human body. According to the most recent estimates, the number of cells in a human body is around 30 trillion. Hataraku Saibou Black is about a fight of these 30 trillion cells against the bad habits of the owner of the body to keep him alive.",animation  action  comedy,recent,0.7073170731707316,0.8399074394625711,animation  action  comedy recent,8,Animation & Action
Step Up Love Story,"Animation, Comedy, Drama",6.1,213.0,2002.0,120 min,"Makoto and Yura Onoda are happy newlyweds but neither of them has sexual experience before. Desperately willing to improve their sex life, they look for help from their relatives, friends and ""the media"". While their sexual knowledge is increasing, embarrassing moments are not uncommon for the innocent couple.",animation  comedy  drama,two-thousands,0.5365853658536583,0.48191676308643555,animation  comedy  drama two-thousands,2,Animation & Comedy
Doraemon: Nobita and the Kingdom of Clouds,"Animation, Adventure, Comedy",7.0,601.0,1992.0,97 min,"Nobita and his friends enjoyed playing in the Kingdam of Clouds which was made by Doraemon's tool. But before they knew it, they wandered into the another clouds which extinct animals lived. ""Sky human"" explain they protected the animals.",animation  adventure  comedy,nineties,0.646341463414634,0.8294657824617974,animation  adventure  comedy nineties,7,Animation & Comedy
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,"Animation, Action, Adventure",7.2,412.0,2021.0,104 min,When the five visit a private academy Kazama is attacked. He is left with reduced intelligence and strange bite marks. Now available on DVD and BluRay in Japan in the original Japanese audio.,animation  action  adventure,recent,0.6707317073170731,0.7028465753103041,animation  action  adventure recent,8,Animation & Action
Gigantor,"Animation, Action, Adventure",6.9,240.0,1964.0,25 min,"When terrorist groups, evil criminals and aliens become too strong even for Earth's over-stretched armed forces, the virtually-indestructible robot, Gigantor, is built to combat them.",animation  action  adventure,classic,0.6341463414634145,0.5218440908773392,animation  action  adventure classic,9,Animation & Adventure
Pop Team Epic,"Animation, Comedy",6.9,979.0,2018.0,24 min,"Two high school girls, the short and exceptionally quick to anger Popuko, and the tall and much more calm Pipimi, do insane things and swear like sailors in this absurdist comedy filled with references and meta humor.",animation  comedy,twenty-tens,0.6341463414634145,0.9932112953869981,animation  comedy twenty-tens,3,Animation & Comedy
Koe de Oshigoto! The Animation,"Animation, Comedy",6.1,107.0,2010.0,60 min,A young girl is convinced by her older sister to do eroge video game voice acting.,animation  comedy,twenty-tens,0.5365853658536583,0.2521247756456181,animation  comedy twenty-tens,3,Animation & Comedy
Aura: Koga Maryuin's Last War,"Animation, Comedy, Romance",6.4,429.0,2013.0,85 min,"Menzu keeps quiet about his delusions of grandeur until Ry, a beautiful young woman claiming to be a witch from another universe, expands his horizons.",animation  comedy  romance,twenty-tens,0.573170731707317,0.7164012021064378,animation  comedy  romance twenty-tens,2,Animation & Comedy
Beyblade Burst Rise,"Animation, Action, Adventure",6.0,211.0,2020.0,11 min,"After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan - Beyblade's birthplace.",animation  action  adventure,recent,0.5243902439024389,0.47876153380820097,animation  action  adventure recent,8,Animation & Action
Nanbaka,"Animation, Action, Adventure",6.6,424.0,2016.0,,The adventures of the residents of Nanba prison.,animation  action  adventure,twenty-tens,0.597560975609756,0.7124709883065591,animation  action  adventure twenty-tens,5,Animation & Action
The Comic Artist and Assistants,"Animation, Comedy",6.4,396.0,2014.0,13 min,"Yuuki Aito is a perverted man obsessed with love and drawing panties, putting his assistant, Ashisu, in awkward situations.",animation  comedy,twenty-tens,0.573170731707317,0.6895696108082947,animation  comedy twenty-tens,3,Animation & Comedy
Starship Troopers,"Animation, Action, Drama",6.0,295.0,1988.0,150 min,"Mysterious monstrous alien creatures attack Earth's colonies. This six-part OVA focuses on Juan ""Johnnie"" Rico who joins the army because of Carmen, a girl he likes, his days in boot camps, his losses and Earth's first counterattack.",animation  action  drama,classic,0.5243902439024389,0.5909191515367527,animation  action  drama classic,6,Animation & Drama
Noblesse: Awakening,"Animation, Short, Action",7.4,648.0,2016.0,30 min,"After sleeping for a period of 820 years, the Noblesse wakes to a modernized or a completely different world.",animation  short  action,twenty-tens,0.6951219512195121,0.8547268875049899,animation  short  action twenty-tens,0,Animation & Drama
DokiDoki! PreCure,"Animation, Action, Adventure",6.2,223.0,2013.0,24 min,5 teenage girls unleash their inner superheroes to stop King Mercenare from taking over the world.,animation  action  adventure,twenty-tens,0.548780487804878,0.4972632404101242,animation  action  adventure twenty-tens,5,Animation & Action
Saezuru Tori wa Habatakanai: Don't Stay Gold,"Animation, Short, Crime",7.0,143.0,2021.0,23 min,"Medical doctor Kage meets a rebellious Kuga through mafia boss Yashiro. Kage sees some scars on Kuga's body, and becomes attracted to him.",animation  short  crime,recent,0.646341463414634,0.3487944240069417,animation  short  crime recent,0,Animation & Drama
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot,"Animation, Action, Drama",6.2,340.0,2020.0,90 min,Chaldea agents Ritsuka Fujimaru and Mash Kyrielight travel to Camelot and encounter the heroes of that realm.,animation  action  drama,recent,0.548780487804878,0.6384750549961709,animation  action  drama recent,8,Animation & Action
Shelter,"Animation, Short, Adventure",7.6,790.0,2016.0,6 min,A lonely teenager whose entire existence is a series of futuristic simulations learns the heartbreaking truth behind her life in isolation.,animation  short  adventure,twenty-tens,0.7195121951219511,0.9212154388430153,animation  short  adventure twenty-tens,0,Animation & Drama
Sitting Ducks,"Animation, Adventure, Comedy",7.1,438.0,2001.0,27 min,"Sitting Ducks follows the adventures of Bill, a duck, and Aldo, an alligator.",animation  adventure  comedy,two-thousands,0.6585365853658535,0.7233617847981729,animation  adventure  comedy two-thousands,0,Animation & Drama
Made in Abyss: Wandering Twilight,"Animation, Adventure, Fantasy",7.8,957.0,2019.0,110 min,"After departing from Ozen's camp, Riko and Reg continue their journey, encountering more dangers as they descend further into the Abyss.",animation  adventure  fantasy,twenty-tens,0.7439024390243901,0.9855818160670458,animation  adventure  fantasy twenty-tens,0,Animation & Drama
Grimoire of Zero,"Animation, Adventure, Fantasy",6.9,813.0,2017.0,25 min,"Zero is a witch who is ignorant to the world and travels with a half-human half-beast mercenary who longs to be human. Witches practice sorcery in this world however no one knows about the study of witchcraft. Zero is on a journey with her mercenary guards to find a magical grimoire called ""The Book of Zero"" that hides a power to destroy the world.",animation  adventure  fantasy,twenty-tens,0.6341463414634145,0.9308468487356948,animation  adventure  fantasy twenty-tens,0,Animation & Drama
The Girl from the Other Side,"Animation, Fantasy, Mystery",6.7,465.0,2022.0,70 min,"Once upon a time, in a far, faraway place, there were two lands. The world was divided into an inner land and an outer land. People feared the outer land. Inhabited by eerie beings, the carriers of curse. One day on the border to the inner land inhabited by humans, one such being find a girl on heaps of abandoned dead bodies. The girl says her name is Shiva and shows affection to the ""being"" who found her, calling him ""Teacher"". This is a story of two people; one human, one inhuman, who linger in the hazy twilight that separates night from day.",animation  fantasy  mystery,recent,0.6097560975609755,0.7434181127848002,animation  fantasy  mystery recent,0,Animation & Drama
Our love has always been 10cm apart.,"Animation, Comedy, Drama",6.9,679.0,2017.0,23 min,"Under the cherry blossom tree during Sakuragaoka High School's Entrance Ceremony, Miou Aida meets Haruki Serizawa for the first time. Ever since that day, their eyes chased after each other. Miou is reserved, while Haruki is very social. While many mistook them as a couple, their relationship remained a little more than friends. As they stop to sit on the steps of a deck on their walk home, Miou cannot help but ask, ""Haruki...do you like anyone?"" Haruki replies, ""I do like someone ...what about you?"" Just 10 centimeters between their hands. It's just 10 centimeters, but the distance remains...",animation  comedy  drama,twenty-tens,0.6341463414634145,0.8704060489813831,animation  comedy  drama twenty-tens,2,Animation & Comedy
